Date,Open,High,Low,Close,Adj Close,Volume
2020-12-09,140.940002,142.500000,139.669998,140.880005,140.880005,190300
2020-12-10,142.759995,143.190002,141.899994,143.070007,143.070007,319900
2020-12-11,149.619995,151.740005,149.039993,151.000000,151.000000,708800
2020-12-14,154.000000,154.899994,153.470001,153.580002,153.580002,494700
2020-12-15,153.470001,153.470001,151.899994,152.850006,152.850006,285300
2020-12-16,154.160004,155.479996,153.000000,155.089996,155.089996,266100
2020-12-17,156.119995,156.300003,154.539993,154.639999,154.639999,222100
2020-12-18,153.750000,154.070007,152.839996,153.770004,153.770004,327300
2020-12-21,150.399994,151.770004,149.389999,151.770004,151.770004,257100
2020-12-22,151.449997,151.750000,150.220001,150.770004,150.770004,181800
2020-12-23,150.639999,151.350006,150.199997,151.160004,151.160004,317900
2020-12-24,150.179993,151.130005,150.179993,150.470001,150.470001,150200
2020-12-28,153.100006,153.419998,152.229996,152.600006,152.600006,215600
2020-12-29,155.000000,155.199997,152.899994,153.339996,153.339996,265100
2020-12-30,154.509995,155.210007,154.039993,154.089996,154.089996,193500
2020-12-31,154.410004,154.839996,153.970001,154.570007,154.570007,160000
2021-01-04,155.809998,155.809998,152.020004,153.289993,153.289993,315600
2021-01-05,151.910004,153.399994,151.750000,153.399994,153.399994,231800
2021-01-06,152.710007,154.169998,152.479996,153.529999,153.529999,296100
2021-01-07,151.660004,152.699997,151.509995,152.669998,152.669998,345000
2021-01-08,153.600006,154.059998,152.110001,152.850006,152.850006,418100
2021-01-11,153.199997,154.210007,151.820007,153.389999,153.389999,335500
2021-01-12,152.080002,152.080002,150.649994,151.750000,151.750000,618700
2021-01-13,150.880005,151.000000,150.029999,150.649994,150.649994,387500
2021-01-14,151.479996,152.270004,151.229996,151.339996,151.339996,314900
2021-01-15,148.660004,149.149994,147.389999,148.410004,148.410004,390600
2021-01-19,148.449997,148.740005,147.449997,148.130005,148.130005,368800
2021-01-20,148.729996,150.039993,148.160004,149.979996,149.979996,256000
2021-01-21,151.229996,152.710007,150.399994,151.339996,151.339996,469100
2021-01-22,148.199997,148.589996,147.610001,147.949997,147.949997,393400
2021-01-25,147.949997,147.949997,145.250000,146.720001,146.720001,369500
2021-01-26,146.000000,146.509995,145.550003,145.979996,145.979996,285800
2021-01-27,144.690002,144.899994,142.240005,142.639999,142.639999,407500
2021-01-28,142.820007,143.990005,142.350006,143.300003,143.300003,275100
2021-01-29,142.190002,142.190002,140.039993,140.520004,140.520004,342600
2021-02-01,140.160004,140.729996,139.289993,140.410004,140.410004,362900
2021-02-02,142.660004,143.369995,141.720001,143.119995,143.119995,447900
2021-02-03,147.309998,148.559998,146.850006,148.070007,148.070007,462000
2021-02-04,148.210007,148.880005,147.500000,148.020004,148.020004,250800
2021-02-05,149.970001,151.179993,149.259995,150.860001,150.860001,329800
2021-02-08,152.289993,152.970001,152.179993,152.929993,152.929993,309400
2021-02-09,153.429993,154.410004,152.860001,154.000000,154.000000,326800
2021-02-10,156.000000,163.369995,155.610001,161.559998,161.559998,1415500
2021-02-11,162.589996,162.589996,158.250000,158.940002,158.940002,466600
2021-02-12,159.660004,161.309998,159.660004,160.490005,160.490005,418000
2021-02-16,158.699997,159.259995,156.169998,156.479996,156.479996,468500
2021-02-17,156.210007,156.789993,155.369995,156.529999,156.529999,279400
2021-02-18,153.139999,153.789993,152.289993,153.449997,153.449997,490500
2021-02-19,153.710007,154.210007,153.149994,153.550003,153.550003,231800
2021-02-22,153.550003,153.919998,152.130005,152.440002,152.440002,291300
2021-02-23,151.500000,153.190002,149.839996,152.729996,152.729996,304000
2021-02-24,150.990005,152.919998,150.729996,152.449997,152.449997,419300
2021-02-25,152.270004,152.270004,148.479996,149.259995,149.259995,446200
2021-02-26,150.119995,150.330002,146.800003,147.929993,147.929993,592900
2021-03-01,149.210007,149.970001,148.449997,149.339996,149.339996,347900
2021-03-02,149.539993,150.179993,148.759995,149.210007,149.210007,337100
2021-03-03,150.000000,150.190002,148.679993,148.830002,148.830002,377900
2021-03-04,148.639999,149.279999,145.550003,146.850006,146.850006,353400
2021-03-05,148.050003,148.970001,145.949997,148.520004,148.520004,313600
2021-03-08,148.570007,150.399994,147.990005,148.229996,148.229996,474500
2021-03-09,150.860001,152.449997,150.559998,151.539993,151.539993,349700
2021-03-10,151.070007,152.169998,150.250000,151.880005,151.880005,472100
2021-03-11,150.149994,151.289993,149.000000,150.360001,150.360001,498400
2021-03-12,149.770004,150.710007,149.570007,150.529999,150.529999,295500
2021-03-15,153.000000,153.660004,152.259995,152.899994,152.899994,394000
2021-03-16,152.000000,152.669998,151.679993,152.100006,152.100006,284800
2021-03-17,152.750000,154.190002,152.070007,153.639999,153.639999,319100
2021-03-18,157.429993,159.550003,157.000000,157.710007,157.710007,824300
2021-03-19,158.710007,158.869995,157.110001,158.580002,158.580002,425100
2021-03-22,155.199997,155.199997,154.190002,154.479996,154.479996,451100
2021-03-23,153.050003,153.089996,151.100006,151.339996,151.339996,386900
2021-03-24,150.990005,151.380005,150.399994,150.669998,150.669998,344200
2021-03-25,150.000000,151.259995,149.119995,151.070007,151.070007,273800
2021-03-26,153.000000,153.410004,152.089996,153.369995,153.369995,312200
2021-03-29,154.000000,155.300003,153.529999,154.899994,154.899994,317200
2021-03-30,153.630005,154.639999,153.380005,153.869995,153.869995,476000
2021-03-31,156.220001,156.470001,155.809998,156.059998,156.059998,289200
2021-04-01,153.600006,154.229996,153.039993,154.160004,154.160004,274500
2021-04-05,154.160004,155.839996,153.779999,155.380005,155.380005,300600
2021-04-06,153.100006,154.289993,153.039993,153.649994,153.649994,400300
2021-04-07,154.839996,155.740005,154.550003,154.699997,154.699997,216500
2021-04-08,154.350006,154.699997,152.889999,153.380005,153.380005,233700
2021-04-09,154.059998,154.449997,153.509995,154.279999,154.279999,181400
2021-04-12,154.910004,154.910004,153.899994,154.089996,154.089996,246300
2021-04-13,155.000000,155.789993,154.320007,155.770004,155.770004,220300
2021-04-14,156.250000,156.880005,155.869995,156.220001,156.220001,172900
2021-04-15,156.979996,157.429993,156.500000,157.309998,157.309998,179000
2021-04-16,157.800003,157.899994,157.100006,157.570007,157.570007,162700
2021-04-19,157.960007,157.979996,155.929993,156.410004,156.410004,242300
2021-04-20,154.740005,154.809998,152.899994,154.100006,154.100006,317900
2021-04-21,153.500000,155.580002,153.500000,155.139999,155.139999,322400
2021-04-22,155.500000,155.580002,154.410004,154.779999,154.779999,227400
2021-04-23,153.990005,155.589996,153.919998,154.990005,154.990005,233700
2021-04-26,154.309998,154.309998,153.490005,153.539993,153.539993,249600
2021-04-27,152.589996,153.169998,152.270004,152.809998,152.809998,490100
2021-04-28,153.199997,153.809998,152.830002,153.259995,153.259995,236100
2021-04-29,153.500000,153.770004,151.690002,152.429993,152.429993,377600
2021-04-30,150.089996,151.600006,149.899994,150.770004,150.770004,394000
2021-05-03,151.479996,152.759995,151.339996,152.229996,152.229996,230900
2021-05-04,151.509995,151.630005,150.250000,150.589996,150.589996,266700
2021-05-05,152.089996,152.289993,151.369995,151.419998,151.419998,169400
2021-05-06,153.240005,153.300003,151.869995,152.960007,152.960007,194200
2021-05-07,153.339996,153.720001,153.039993,153.649994,153.649994,162500
2021-05-10,155.330002,155.720001,154.710007,155.059998,155.059998,264100
2021-05-11,152.649994,152.649994,151.160004,152.240005,152.240005,431200
2021-05-12,155.500000,155.669998,153.149994,153.520004,153.520004,627500
2021-05-13,153.860001,155.389999,153.119995,155.229996,155.229996,342600
2021-05-14,156.000000,156.500000,155.660004,155.850006,155.850006,315500
2021-05-17,157.699997,159.000000,157.429993,158.679993,158.679993,436100
2021-05-18,160.460007,161.910004,160.320007,160.660004,160.660004,322500
2021-05-19,158.630005,159.550003,158.119995,159.289993,159.289993,250200
2021-05-20,159.320007,160.580002,159.210007,160.220001,160.220001,209300
2021-05-21,161.000000,161.309998,160.389999,161.160004,161.160004,207400
